 fluxesreduced_costs
R11765__cytop,0.0,0.0
R02093__chlo,0.0,0.0
R04218__chlo,0.00020470500941960544,0.00020470500941960544
T_H2O_V6__nucmem,0.0,0.0
R00918__cytop,0.0,0.0
TR2000128_PLAS__mitmem,0.0,0.0
R05455__cytop,0.0,0.0
R00570__mito,0.003352445469379214,0.003352445469379214
R12570__chlo,0.136254087349284,0.136254087349284
R05918__e_r_,0.0,0.0
R09381__chlo,0.0,0.0
R03662__mito,0.0,0.0
T_L_Tryptophan__chlomem,-0.0002911034170576926,-0.0002911034170576926
R01251__mito,0.0769475649570777,0.0769475649570777
R10282__chlo,0.0,0.0
R10281__mito,0.0,0.0
R04328__e_r_,0.0,0.0
R07026__chlo,0.0,0.0
R07099__chlo,0.0,0.0
R04966__chlo,0.0032195917475258,0.0032195917475258
R02800__mito,0.0,0.0
R02700__cytop,0.0,0.0
R10996__mito,1.7934951523473107e-06,1.7934951523473107e-06
T_L_Methionine__chlomem,-1.0302373457375473e-06,-1.0302373457375473e-06
R01241__cytop,0.0,0.0
R02144__cytop,0.0,0.0
R08294__e_r_,0.0,0.0
R08557__cytop,0.0,0.0
R03950__chlo,0.0,0.0
EX_C00177__dra,0.0,0.0
R00181__cytop,0.0,0.0
R11323__chlo,0.0,0.0
R00943__mito,0.0,0.0
R03663__chlo,0.0,0.0
R00512__mito,0.003352445469379214,0.003352445469379214
R04534__mito,0.0,0.0
EX_C00491__dra,0.0,0.0
R03004__chlo,0.0,0.0
R08186__cytop,0.00033175341521263837,0.00033175341521263837
R09542__chlo,0.0,0.0
R02355__e_r_,0.0,0.0
R11043__chlo,0.0,0.0
R03824__chlo,0.00020470500941960544,0.00020470500941960544
T_Ammonia__plas,-0.004919747560953001,-0.004919747560953001
EX_C00111__dra,0.0,0.0
R00514__golg,0.0,0.0
R08312__e_r_,0.0,0.0
R08287__e_r_,0.0,0.0
R00531__cytop,0.0,0.0
T_H2O_V3__ermem,-0.00853551735203912,-0.00853551735203912
R02237__nucl,0.0,0.0
R09601__chlo,0.0,0.0
R08091__pero,0.0,0.0
R04440__chlo,0.0,0.0
R00502__chlo,0.0,0.0
R05238__mito,0.0,0.0
R05202__nucl,0.0,0.0
R12067__mito,5.075267904763132e-07,5.075267904763132e-07
R06941__mito,0.0,0.0
R02957__mito,0.0,0.0
R00790__chlo,0.0890993059106719,0.0890993059106719
R07762__cytop,0.0,0.0
R04095__mito,0.0,0.0
R01090__mito,0.0,0.0
R03231__mito,1.7934951523473107e-06,1.7934951523473107e-06
R06064__cytop,0.0,0.0
R04429__cytop,0.0032195917475258,0.0032195917475258
R02095__cytop,0.0,0.0
R01857__cytop,0.0028598967631877654,0.0028598967631877654
R08237__mito,0.0,0.0
TI3000014_E_R___ermem,0.0,0.0
TO1119001_PLAS__plas,0.0,0.0
R08359__cytop,0.0,0.0
R04998__extr,0.0,0.0
R07043__e_r_,0.0,0.0
TO3001047_PLAS__plas,0.0,0.0
R08637__cytop,0.0,0.0
R04014__cytop,0.0,0.0
R07429__e_r_,0.0,0.0
R05233__cytop,0.0,0.0
R07050__e_r_,0.0,0.0
R08178__mito,0.0,0.0
EX_C00184__dra,0.0,0.0
EX_C01081__dra,0.0,0.0
DM_photon680__chlo,0.7208823927785168,0.7208823927785168
R09827__nucl,0.0,0.0
R03105__mito,0.0035347642229029697,0.0035347642229029697
R09543__mito,1.7934951523473105e-06,1.7934951523473105e-06
R02301__mito,0.0210793192464122,0.0210793192464122
R00138__cytop,0.0,0.0
TI3000047_PLAS__plas,0.0,0.0
R01880__nucl,0.0,0.0
R00269__cytop,0.0,0.0
R05048__cytop,1.9091972310160497e-06,1.9091972310160497e-06
TR2000109_PLAS__mitmem,0.22925959625426623,0.22925959625426623
T_Superoxide_V1__permem,0.0,0.0
R04970__mito,0.0,0.0
TO1000035_PLAS__plas,0.0,0.0
R02521__chlo,5.832834287089163e-07,5.832834287089163e-07
EX_C00086__dra,0.0,0.0
R09409__cytop,0.0,0.0
TO3000363_E_R___ermem,0.0,0.0
T_CoA_AMP__mitmem,-0.014020249080885921,-0.014020249080885921
R01975__mito,2.949029909160572e-17,2.949029909160572e-17
T_PNC__permem,0.0,0.0
R00722__mito,0.0,0.0
R04535__chlo,0.0064391834950516,0.0064391834950516
R01771__cytop,0.000504551956633521,0.000504551956633521
R00704__cytop,0.0,0.0
R11060__e_r_,0.0,0.0
TI3000141_PLAS__mitmem,0.0,0.0
R04242__extr,0.0,0.0
R05595__pero,0.0,0.0
R01329__cytop,0.0,0.0
EX_C00242__dra,0.0,0.0
R07981__cytop,0.0,0.0
R09823__cytop,0.0,0.0
R03657__cytop,0.0022261453858460835,0.0022261453858460835
R08095__pero,0.0,0.0
R03363__cytop,0.0,0.0
R10121__mito,1.7934951523473107e-06,1.7934951523473107e-06
R07761__e_r_,0.0009694050790496442,0.0009694050790496442
RXN_14486__e_r_,0.00033175341521263837,0.00033175341521263837
R02466__cytop,0.0,0.0
R07483__e_r_,0.0,0.0
T_Oxygen_V3__ermem,0.003863266537856145,0.003863266537856145
R08181__mito,0.0,0.0
R08176__mito,0.0,0.0
R01213__chlo,0.0022261453858460835,0.0022261453858460835
RXN_12971__e_r_,0.0002130495680592098,0.0002130495680592098
DEDOLP1__e_r_,0.0,0.0
R00748__cytop,0.0,0.0
R02619__mito,0.0,0.0
R02422__cytop,0.0,0.0
R07093__chlo,0.0,0.0
R00160__cytop,9.601800918226393e-07,9.601800918226393e-07
R00004__mito,0.0829105787246948,0.0829105787246948
TO1000132_PLAS__plas,0.0,0.0
R10120__cytop,0.0,0.0
R09431__cytop,0.0,0.0
R01220__cytop,0.006505805544785708,0.006505805544785708
R01625__chlo,0.0,0.0
R12702__e_r_,0.0,0.0
R02237__mito,0.0,0.0
R02092__golg,0.0,0.0
T_L_Isoleucine__chlomem,-0.0007753272081065584,-0.0007753272081065584
R04844__mito,0.0,0.0
R00571__chlo,0.00038089757518450706,0.00038089757518450706
EX_C00061__dra,0.0,0.0
R02237__cytop,1.9091972310160497e-06,1.9091972310160497e-06
TO1000041_PLAS__plas,0.0,0.0
R04533__chlo,0.0064391834950516,0.0064391834950516
TO1000186_PLAS__plas,0.0,0.0
R12571__mito,0.0,0.0
R07979__cytop,0.0,0.0
TO0003279_PLAS__vacmem,0.0,0.0
R02491__cytop,0.0,0.0
R00724__mito,0.0,0.0
R01978__cytop,0.0,0.0
T_L_Galactono_1_4_Lactone__mitmem,0.0,0.0
TO1000156_PLAS__plas,0.0,0.0
R03997__cytop,0.0,0.0
R08238__cytop,0.0,0.0
T_Octadecanoic_acid_V1__ermem,0.0001873835228677339,0.0001873835228677339
R00139__chlo,0.0,0.0
R00939__cytop,0.002374020372572715,0.002374020372572715
TO0000971_PLAS__plas,0.0,0.0
T_Orthophosphate_V1__golmem,0.0,0.0
T_UDPGLCter__ermem,0.0,0.0
R08251__e_r_,0.0,0.0
R07273__cytop,0.0,0.0
R01253__mito,0.0,0.0
T_H2O_V7__vacmem,0.0,0.0
R00008__mito,0.0,0.0
R07280__chlo,2.682190159162882e-06,2.682190159162882e-06
R00122__cytop,0.0,0.0
R00667__mito,0.0,0.0
R09372__cytop,0.0,0.0
R00549__chlo,1.5179655417387389e-06,1.5179655417387389e-06
R00104__cytop,5.886116764440216e-07,5.886116764440216e-07
R10122__chlo,0.0,0.0
R04961__cytop,0.0,0.0
R00268__mito,0.08953317809452745,0.08953317809452745
R00100__mito,0.0,0.0
RXN_16095__e_r_,0.0,0.0
R10998__mito,1.7934951523473107e-06,1.7934951523473107e-06
R01158__chlo,0.0,0.0
R07026__cytop,0.0,0.0
R00590__cytop,0.0,0.0
R03180__cytop,0.0,0.0
R03090__e_r_,0.0,0.0
R10712__chlo,0.0,0.0
T_2_Oxobutanoate__mitmem,0.0,0.0
R00509__cytop,0.0009262163164185946,0.0009262163164185946
R11098__cytop,0.0,0.0
R00235__pero,0.0,0.0
R08771__mito,5.075267904763132e-07,5.075267904763132e-07
R04936__cytop,0.0,0.0
R07394__cytop,0.0,0.0
R04903__mito,0.0,0.0
R10120__chlo,0.0,0.0
R03858__pero,0.0,0.0
R05305__pero,0.0,0.0
R02020__cytop,0.0,0.0
T_AHCYS__ermem,-0.0002714484016951833,-0.0002714484016951833
R00602__pero,1.7934951523473107e-06,1.7934951523473107e-06
R10247__cytop,0.0,0.0
RXN_16097__e_r_,0.0,0.0
R04439__chlo,0.0,0.0
R01548__cytop,0.0,0.0
R03600__mito,0.0,0.0
R12371__cytop,0.0,0.0
R06946__chlo,0.00016659555081709564,0.00016659555081709564
R03601__pero,0.0,0.0
R03217__cytop,0.0,0.0
R10280__chlo,0.0,0.0
R08176__cytop,0.0,0.0
R07121__cytop,0.0,0.0
R04779__cytop,0.0,0.0
R00026__e_r_,0.0,0.0
EX_C00208__dra,0.0,0.0
R00026__vacu,0.0,0.0
R10247__chlo,1.0302373457375473e-06,1.0302373457375473e-06
R01451__e_r_,0.0,0.0
R03631__cytop,0.0,0.0
R10463__mito,0.0,0.0
R12621__cytop,4.617227650432169e-06,4.617227650432169e-06
R00722__cytop,0.0,0.0
R00130__mito,5.70881695776983e-07,5.70881695776983e-07
R05038__cytop,0.0,0.0
R08704__cytop,1.4653626522967717e-05,1.4653626522967717e-05
T_Myo_Inositol__ermem,3.145158669521349e-05,3.145158669521349e-05
R05739__mito,0.0,0.0
EX_C00255__dra,0.0,0.0
R00573__chlo,0.0,0.0
TO1100138_PLAS__plas,0.0,0.0
R08945__e_r_,0.0,0.0
R07456__cytop,1.7729582647220965e-06,1.7729582647220965e-06
R09504__mito,0.0883931911298185,0.0883931911298185
R06521__e_r_,0.0,0.0
R07084__e_r_,0.0,0.0
EX_C00575__dra,0.0,0.0
R00243__cytop,1.0244958485881088,1.0244958485881088
EX_C00059__dra,-0.0009262163164185946,-0.0009262163164185946
R00859__chlo,0.0008599858488315243,0.0008599858488315243
R02503__e_r_,0.0,0.0
R08789__cytop,0.0,0.0
R02556__cytop,0.0,0.0
R00351__mito,0.2041451382981479,0.2041451382981479
R06525__e_r_,0.0,0.0
R06154__cytop,0.0,0.0
TO1000550_PLAS__plas,0.0,0.0
R05775__chlo,6.623046758707021e-05,6.623046758707021e-05
R01468__cytop,0.00015538921600276732,0.00015538921600276732
R09244__e_r_,0.0,0.0
R05066__cytop,0.0,0.0
R09514__cytop,0.0,0.0
R04506__cytop,0.0,0.0
R01900__mito,0.0,0.0
R08539__e_r_,0.0038632665378561465,0.0038632665378561465
R03672__cytop,0.0,0.0
R08146__mito,0.0,0.0
T_Ethanolamine_phosphate__ermem,0.0,0.0
T_Hexadecenoic_acid__chlomem,0.001559906671234577,0.001559906671234577
R08921__mito,0.0,0.0
R07599__mito,0.0,0.0
R01063__chlo,2.341568866326454,2.341568866326454
T_Phosphatidate_V1__ermem,-0.0007366753726898768,-0.0007366753726898768
R05052__mito,0.0,0.0
R03857__mito,0.0,0.0
R00086__cytop,0.0,0.0
R00572__mito,0.0,0.0
R00256__cytop,0.0,0.0
R00086__golg,0.0,0.0
R08186__pero,0.0,0.0
R04534__cytop,0.0,0.0
R11762__cytop,0.0,0.0
EX_C11173__dra,0.0,0.0
EX_C00379__dra,0.0,0.0
R08599__golg,0.0,0.0
R09418__chlo,0.0,0.0
R00103__chlo,0.0,0.0
R00078__chlo,0.0,0.0
R04027__cytop,0.0,0.0
T_R_Allantoin__mitmem,0.0,0.0
EX_C00288__dra,0.0,0.0
R02331__mito,0.0,0.0
TO1115390_PLAS__plas,0.0,0.0
R04756__pero,0.0,0.0
TI3000243_PLAS__plas,0.0,0.0
R04780__chlo,0.3912415267929495,0.3912415267929495
EX_C08325__dra,0.0,0.0
R08551__chlo,0.0,0.0
R03077__chlo,0.0,0.0
R05421__cytop,0.0,0.0
TO1100179_PLAS__plas,0.0,0.0
R09416__chlo,0.0,0.0
DM_photon437__chlo,0.0,0.0
R04148__cytop,0.0,0.0
R00670__cytop,0.0,0.0
T_L_Isoleucine_V2__vacmem,0.0,0.0
R05050__mito,0.0,0.0
R04786__chlo,0.0,0.0
R07939__chlo,0.0,0.0
R11892__mito,0.0,0.0
R04426__cytop,0.0,0.0
R01286__chlo,0.0,0.0
T_SLC25A17_V2__permem,0.0,0.0
R00355__mito,-0.0150272745009422,-0.0150272745009422
R01842__chlo,0.0,0.0
R01780__mito,0.0,0.0
R00964__cytop,0.0,0.0
R09434__cytop,0.0,0.0
EX_C00366__dra,0.0,0.0
R00829__pero,0.0,0.0
R07765__cytop,0.0,0.0
R04065__mito,0.0,0.0
TZ2900022_PLAS__chlomem,2.682190159162882e-06,2.682190159162882e-06
R03595__cytop,0.0,0.0
R07840__chlo,0.0,0.0
R08182__pero,0.0,0.0
R01130__cytop,0.0035119734720185643,0.0035119734720185643
R01457__e_r_,0.0,0.0
R00707__cytop,0.0,0.0
R00686__cytop,0.0,0.0
TO3000358_E_R___ermem,0.0,0.0
R04754__pero,0.0,0.0
TR2000130_PLAS__ermem,0.0,0.0
R08648__chlo,0.0007753272081065584,0.0007753272081065584
R08281__cytop,0.0,0.0
RXN_16656__cytop,0.0,0.0
R10092__mito,-0.048794811723079715,-0.048794811723079715
R00429__cytop,0.0,0.0
R06412__mito,0.0,0.0
R04404__nucl,0.0,0.0
R06983__cytop,0.0,0.0
T_Propanoyl_CoA__chlomem,0.0,0.0
R04884__cytop,0.0,0.0
TI3000688_PLAS__mitmem,0.0,0.0
R00357__mito,0.0,0.0
R00480__chlo,0.0034313196318409562,0.0034313196318409562
TO1000190_PLAS__plas,0.0,0.0
R03417__cytop,0.0,0.0
R04037__cytop,0.0005531900228086843,0.0005531900228086843
R03321__cytop,-0.015123614551053186,-0.015123614551053186
R04866__nucl,0.0,0.0
e_DNA__cytop,0.0032238137551208247,0.0032238137551208247
R07890__mito,0.0,0.0
R08657__mito,0.0,0.0
T_Chorismate__chlomem,-1.9091972310160497e-06,-1.9091972310160497e-06
TO1022637_PLAS__plas,0.0,0.0
R04952__cytop,0.0006310695647675823,0.0006310695647675823
R04507__cytop,0.0,0.0
R00158__cytop,0.00631026307474563,0.00631026307474563
R00746__e_r_,0.0,0.0
R00122__golg,0.0,0.0
R07003__chlo,0.0,0.0
T_Cholesterol__ermem,0.0,0.0
R08678__chlo,0.0,0.0
R00112__mito,0.0,0.0
R04566__chlo,0.0064391834950516,0.0064391834950516
R04097__mito,0.0,0.0
R07091__chlo,0.0,0.0
R02327__cytop,0.0,0.0
R03634__cytop,0.0,0.0
R02480__mito,0.0,0.0
EX_C00147__dra,0.0,0.0
R08361__cytop,0.0,0.0
R01682__cytop,0.0,0.0
R02739__chlo,0.0,0.0
R01715__chlo,0.0012693456090113128,0.0012693456090113128
R11895__chlo,0.0,0.0
R00674__chlo,0.0,0.0
R09223__cytop,0.0,0.0
R03352__mito,0.0,0.0
T_Icosenoyl_CoA__ermem,0.00033175341521263837,0.00033175341521263837
EX_C02986__dra,0.0,0.0
R02091__nucl,0.0,0.0
R00851__e_r_,0.0,0.0
R01009__cytop,0.0,0.0
TO1100259_PLAS__plas,0.0,0.0
R02029__chlo,5.065387512606233e-05,5.065387512606233e-05
R07211__cytop,0.0,0.0
R02003__mito,0.0,0.0
R00390__chlo,0.0022590940559289374,0.0022590940559289374
R02014__cytop,0.0023727236999551717,0.0023727236999551717
R07447__e_r_,0.0,0.0
R12403__e_r_,0.0,0.0
R11063__cytop,0.0,0.0
R05355__cytop,0.0,0.0
R04955__chlo,0.0032195917475258,0.0032195917475258
R12170__e_r_,0.0,0.0
R02566__cytop,0.0,0.0
TI3000694_PLAS__plas,0.0,0.0
EX_C00244__dra,-0.0890993059106719,-0.0890993059106719
R01013__e_r_,0.0,0.0
R01736__mito,0.0,0.0
R00243__chlo,0.0,0.0
R08255__e_r_,0.0,0.0
R01288__mito,0.0,0.0
R01810__extr,0.0,0.0
R12612__cytop,4.617227650432169e-06,4.617227650432169e-06
R05556__e_r_,0.0,0.0
T_Hydrogen_Peroxide__plas,-0.9999999999982888,-0.9999999999982888
R01187__mito,0.0,0.0
R02353__e_r_,0.0,0.0
R05803__cytop,0.0,0.0
R10115__chlo,0.0,0.0
R01752__chlo,0.0,0.0
R07764__chlo,0.0018309442533361803,0.0018309442533361803
R03293__mito,0.0,0.0
DM_photon673__chlo,0.0,0.0
R11312__chlo,1.0302373457375473e-06,1.0302373457375473e-06
R01481__e_r_,0.0,0.0
R11527__extr,0.0,0.0
R05725__e_r_,0.0,0.0
R02291__cytop,0.0,0.0
R06520__chlo,0.0,0.0
R09726__cytop,0.0,0.0
R03656__cytop,0.0007753272081065584,0.0007753272081065584
R07113__chlo,0.0,0.0
R07898__pero,0.0,0.0
R00570__cytop,0.0,0.0
EX_C00025__dra,0.0,0.0
R03601__chlo,0.0,0.0
R00408__chlo,0.015543364872772303,0.015543364872772303
R01600__cytop,0.0,0.0
R04325__mito,0.0,0.0
R03330__e_r_,0.0,0.0
R01626__mito,5.380485457041931e-06,5.380485457041931e-06
R11061__pero,0.0,0.0
R11231__cytop,0.0,0.0
R08767__mito,5.075267904763132e-07,5.075267904763132e-07
R00878__cytop,0.0,0.0
R07895__mito,0.0,0.0
R07859__cytop,0.0,0.0
R02846__cytop,0.0,0.0
R07054__chlo,0.0,0.0
TO3000349_MITO__mitmem,0.006254562162748,0.006254562162748
R04355__chlo,0.0,0.0
EX_C02426__dra,0.0,0.0
R04724__cytop,0.0,0.0
R02549__mito,0.0,0.0
T__GlcNAc_2_Man_9_Asn_1__golmem,0.0,0.0
R03936__cytop,0.0,0.0
R01968__cytop,0.0,0.0
EX_C00535__dra,0.0,0.0
R09540__chlo,0.0,0.0
R00129__chlo,0.0,0.0
TO0000254_PLAS__plas,0.0009780165379258171,0.0009780165379258171
R11308__chlo,0.0,0.0
R01058__cytop,0.0,0.0
R03601__cytop,0.0,0.0
R03174__mito,0.0,0.0
R01663__nucl,0.0,0.0
R07893__pero,0.0,0.0
R04756__mito,0.0,0.0
R02581__mito,0.0,0.0
R03775__e_r_,0.0,0.0
R04861__mito,0.0,0.0
R02088__e_r_,0.0,0.0
EX_C00262__dra,0.0,0.0
e_Pigment__chlo,0.000995004245407662,0.000995004245407662
R01799__chlo,5.065387512606233e-05,5.065387512606233e-05
TO1101605_PLAS__plas,0.0,0.0
TZ3100002_PLAS__plas,0.0,0.0
R02590__nucl,0.0,0.0
R01706__chlo,0.002938064943225239,0.002938064943225239
R02047__cytop,0.0,0.0
R06947__chlo,0.031174727473777294,0.031174727473777294
R04292__cytop,1.2480766100279178e-06,1.2480766100279178e-06
R07942__cytop,0.0,0.0
R01209__mito,0.0,0.0
R07002__e_r_,0.0,0.0
R11553__nucl,0.0,0.0
R00889__cytop,0.0,0.0
R04444__cytop,0.0,0.0
R01655__cytop,0.0,0.0
EX_C20836__dra,0.0,0.0
R08551__cytop,0.0,0.0
R07010__cytop,0.0,0.0
TO1100020_PLAS__chlomem,0.0389973417952367,0.0389973417952367
TR0000150_PLAS__plas,0.0,0.0
R02058__cytop,1.975978930955076e-05,1.975978930955076e-05
R09503__chlo,0.0,0.0
RXN_12753__chlo,0.0,0.0
TR2000163_PLAS__golmem,0.0,0.0
R00894__chlo,1.425771433372001e-06,1.425771433372001e-06
R01664__e_r_,0.0,0.0
R03238__cytop,0.0,0.0
TZ3100029_PLAS__plas,0.0,0.0
R01432__cytop,0.0,0.0
R03877__chlo,0.0009780165379258171,0.0009780165379258171
R04773__cytop,0.0,0.0
TO0000577_PLAS__plas,0.0,0.0
R11101__chlo,0.0,0.0
R02678__cytop,0.0,0.0
R00782__cytop,0.0,0.0
R12477__golg,0.0,0.0
R00372__pero,0.0,0.0
TO3001162_PLAS__plas,0.0,0.0
R08343__chlo,0.0,0.0
TR2000175_PLAS__golmem,0.0,0.0
R12183__mito,0.0,0.0
R08964__nucl,0.0,0.0
R07045__chlo,0.0,0.0
R07092__cytop,0.0,0.0
R04903__cytop,0.0,0.0
R02750__cytop,0.0,0.0
R10563__e_r_,0.0,0.0
T_L_Leucine_V1__vacmem,0.0,0.0
R08300__e_r_,0.0,0.0
R02688__e_r_,0.0,0.0
R01951__cytop,0.0,0.0
PKS_C122__cytop,0.0006310695647675823,0.0006310695647675823
R00662__mito,0.0235534313036708,0.0235534313036708
R00724__chlo,0.0,0.0
R05086__cytop,0.0,0.0
T_CO2_V3__ermem,-0.0015142080623214923,-0.0015142080623214923
R00416__cytop,1.975978930955076e-05,1.975978930955076e-05
EX_C00704__dra,0.1222766173217113,0.1222766173217113
T_Hexadecanoic_acid__chlomem,0.002938064943225239,0.002938064943225239
R02984__cytop,0.0,0.0
R09562__e_r_,0.0,0.0
R05053__cytop,0.0,0.0
R02297__cytop,0.0,0.0
R11104__nucl,0.0,0.0
R04859__chlo,0.0,0.0
R04430__mito,0.0,0.0
R06605__mito,0.0,0.0
R04427__e_r_,0.0,0.0
R04749__chlo,0.0,0.0
R07409__mito,0.0,0.0
R01372__chlo,0.0,0.0
R10951__nucl,0.0,0.0
R01381__chlo,0.0,0.0
R03724__e_r_,0.0,0.0
R02096__cytop,0.0,0.0
R00014__chlo,0.0,0.0
R09655__chlo,0.00020470500941960544,0.00020470500941960544
R04100__mito,0.0,0.0
R07763__cytop,0.0,0.0
R03428__cytop,0.0,0.0
R11104__cytop,0.0,0.0
R02354__chlo,0.0,0.0
R07087__chlo,0.0,0.0
R07484__e_r_,0.0,0.0
R11895__cytop,0.0,0.0
R04751__mito,2.949029909160572e-17,2.949029909160572e-17
TO1100588_PLAS__plas,0.0,0.0
R04941__cytop,0.0,0.0
R06942__chlo,0.0,0.0
R08289__cytop,0.0,0.0
PRISM_white_LED__extr,0.0,0.0
TZ2900062_PLAS__plas,0.013056396336130495,0.013056396336130495
R04963__cytop,0.0,0.0
R01286__cytop,0.000504551956633521,0.000504551956633521
R08293__chlo,0.0,0.0
R12172_V1__e_r_,0.000298483376146814,0.000298483376146814
R10242__e_r_,0.0,0.0
R00658__mito,0.22925959625426623,0.22925959625426623
R03524__pero,0.0,0.0
R02940__cytop,0.0,0.0
R00961__cytop,0.0,0.0
R01176__pero,0.0,0.0
R04930__cytop,0.0,0.0
R01819__cytop,-4.7560207926240826e-05,-4.7560207926240826e-05
R04967__mito,0.0,0.0
R01416__cytop,0.0,0.0
R02413__chlo,-0.0015623582233000213,-0.0015623582233000213
R07044__e_r_,0.0,0.0
R00527__cytop,0.006955628528695852,0.006955628528695852
R00531__chlo,0.0,0.0
R00161__chlo,1.5179655417387389e-06,1.5179655417387389e-06
R03868__cytop,0.0,0.0
R00236__mito,0.0,0.0
DM_photon490__chlo,0.0,0.0
R08717__vacu,0.0,0.0
R04428__chlo,0.0064391834950516,0.0064391834950516
R04969__chlo,0.0031093241202701984,0.0031093241202701984
R10040__cytop,0.0,0.0
R07889__pero,0.0,0.0
R08245__cytop,0.0,0.0
R00405__mito,-0.17081803983579524,-0.17081803983579524
R02792__mito,0.0,0.0
R06848__cytop,0.0,0.0
R02332__cytop,0.0,0.0
R01274__mito,0.0,0.0
R04506__chlo,0.0,0.0
R01384__mito,0.0,0.0
EX_C16635__dra,0.0,0.0
R00209__mito,0.2352268159569443,0.2352268159569443
R04962__mito,0.0,0.0
R10178__mito,0.00753712742501213,0.00753712742501213
R00515__mito,0.00335065184686634,0.00335065184686634
R01051__cytop,0.0,0.0
R09407__chlo,0.0,0.0
TR2000131_PLAS__mitmem,0.056111352630199826,0.056111352630199826
R00946__cytop,0.0039118833541055215,0.0039118833541055215
EX_C00011__dra,-0.5142164025950767,-0.5142164025950767
R07759__e_r_,0.0009694050790496442,0.0009694050790496442
R02090__cytop,0.0,0.0
R03361__nucl,0.0,0.0
R01158__cytop,0.0005531900228086843,0.0005531900228086843
R09421__chlo,0.0,0.0
R00274__cytop,0.0,0.0
R00004__extr,0.0,0.0
R03018__mito,1.7936225128735506e-06,1.7936225128735506e-06
T_HCO3__mitmem,-0.048793018227927365,-0.048793018227927365
R10783__cytop,0.0,0.0
TO1000709_PLAS__plas,0.0,0.0
R00316__chlo,0.0176584282430461,0.0176584282430461
R07856__chlo,0.0,0.0
R01528__chlo,0.0,0.0
R07025__e_r_,0.0,0.0
R01185__chlo,0.0,0.0
R03270__mito,0.0,0.0
EX_C00962__dra,0.0,0.0
R07070__cytop,0.0,0.0
T_L_Asparagine__vacmem,0.0,0.0
R00155__golg,0.0,0.0
R00472__chlo,0.00972309075990434,0.00972309075990434
R09107__cytop,0.0,0.0
R10928__nucl,0.0,0.0
R00081__mito,0.000163991376121791,0.000163991376121791
R02872__chlo,0.0,0.0
R02239__e_r_,0.0007052237859946633,0.0007052237859946633
R03363__e_r_,0.0,0.0
R04536__mito,0.0,0.0
T_L_Lysine__chlomem,-0.0009960514873759536,-0.0009960514873759536
T_G00012__golmem,0.0,0.0
PKS_C144__cytop,0.002695855719779668,0.002695855719779668
R01354__chlo,0.0,0.0
R01481__cytop,2.4878986651748637e-06,2.4878986651748637e-06
T_Oxygen_V2__mitmem,0.6640258502133181,0.6640258502133181
R07998__cytop,0.0,0.0
R10288__mito,0.0,0.0
R01858__chlo,0.0,0.0
R11009__e_r_,0.0,0.0
EX_C00305__dra,-0.0009780165379258171,-0.0009780165379258171
R00429__mito,0.0,0.0
TO1100258_PLAS__plas,0.0,0.0
R02283__mito,0.0,0.0
R01523__chlo,1.2104591071516577,1.2104591071516577
EX_C00237__dra,1.0302373457375473e-06,1.0302373457375473e-06
R00904__mito,0.0,0.0
TI2903796_PLAS__mitmem,-0.0199959555868252,-0.0199959555868252
EX_C00007__dra,0.18398939993471222,0.18398939993471222
R01054__mito,0.0,0.0
R07274__chlo,0.0,0.0
R03777__pero,0.0,0.0
R01579__chlo,0.0,0.0
R01775__chlo,0.0019307161878314816,0.0019307161878314816
R04742__mito,0.0,0.0
EX_C00283__dra,0.0,0.0
R00258__pero,0.0,0.0
R09395__cytop,0.0,0.0
R01041__e_r_,0.0,0.0
R12757__cytop,0.00015538921600276732,0.00015538921600276732
R02670__pero,0.0,0.0
EX_C01330__dra,0.0,0.0
R05341__chlo,0.00020470500941960544,0.00020470500941960544
R04964__chlo,0.0064391834950516,0.0064391834950516
T_H2O_V5__permem,-0.1574493296346989,-0.1574493296346989
R08255__extr,0.0,0.0
TZ2900007_PLAS__plas,0.0,0.0
EX_C00740__dra,0.0,0.0
R03408__e_r_,0.0,0.0
R04744__chlo,0.0,0.0
R03425__mito,0.0,0.0
R04552__chlo,0.0,0.0
R02778__cytop,0.0,0.0
R00330__chlo,2.682190159162882e-06,2.682190159162882e-06
R00019__chlo,0.0324367807023795,0.0324367807023795
R03024__extr,0.0,0.0
R01056__chlo,0.3887657346274989,0.3887657346274989
R00287__mito,0.0,0.0
EX_C00844__dra,0.0,0.0
R03037__cytop,0.0,0.0
R00899__chlo,0.0,0.0
EX_C00014__dra,0.004919747560953001,0.004919747560953001
R07111__cytop,0.0,0.0
T_Formaldehyde__mitmem,0.005161651478275216,0.005161651478275216
R02326__chlo,0.0,0.0
T_CMP_V2__ermem,-0.0001868408026979808,-0.0001868408026979808
R02103__cytop,0.0,0.0
T_Hydrogen_Peroxide_V1__mitmem,-0.18602876151236372,-0.18602876151236372
R09832__cytop,0.0,0.0
R04749__pero,0.0,0.0
R02061__chlo,0.0013885173669842131,0.0013885173669842131
R03629__chlo,0.0,0.0
R04959__cytop,0.0,0.0
R08174__pero,0.0,0.0
R00429__nucl,0.0,0.0
R00190__cytop,0.0,0.0
R02142__cytop,0.0,0.0
R01103__cytop,0.0,0.0
R09737__chlo,0.0,0.0
R09406__e_r_,0.0,0.0
R05578__mito,0.0,0.0
R07110__mito,0.0,0.0
T_L_Allothreonine__chlomem,0.0,0.0
R00923__mito,0.0,0.0
R05688__mito,0.0,0.0
